Title,Username,Review,clean_review,translated_review,final_review
Gani Famous Pasembur,Muhammad Muhammad,"Tempat kotor yakmat, biasa biasa saja. Nak jimat bagi kat mamak tu rm30 suruh dia buat sendiri platter rm30, kalau hampa dok main amek ja kang qiyau pulak",tempat kotor yakmat biasa biasa saja nak jimat bagi kat mamak tu rm suruh dia buat sendiri platter rm kalau hampa dok main amek ja kang qiyau pulak,tempat kotor yakmat biasa biasa saja nak jimat bagi kat mamak tu rm suruh dia buat sendiri platter rm kalau hampa dok main amek ja kang qiyau pulak,tempat kotor yakmat biasa biasa saja nak jimat bagi kat mamak tu rm suruh dia buat sendiri platter rm kalau hampa dok main amek ja kang qiyau pulak
Gani Famous Pasembur,Alzari Mahshar,"Always chk pricing when choosing ur choices of fritters.The common choice is prawn fritters, potatoes, tauhu, egg and cucuq. It will be topped up with slices of cucumber and turnip.The sauce is reddish, sweet and spicy.This dish is to eaten in a group rather then a single person meal",always chk pricing when choosing ur choices of frittersthe common choice is prawn fritters potatoes tauhu egg and cucuq it will be topped up with slices of cucumber and turnipthe sauce is reddish sweet and spicythis dish is to eaten in a group rather then a single person meal,always chk pricing when choosing ur choices of frittersthe common choice is prawn fritters potatoes tauhu egg and cucuq it will be topped up with slices of cucumber and turnipthe sauce is reddish sweet and spicythis dish is to eaten in a group rather then a single person meal,always chk pricing when choosing ur choices of frittersthe common choice is prawn fritters potatoes tauhu egg and cucuq it will be topped up with slices of cucumber and turnipthe sauce is reddish sweet and spicythis dish is to eaten in a group rather then a single person meal
Gani Famous Pasembur,Helme Athrah Jaafar,"Sos sedap. Saya peminat cucur udang, tapi rasa kecewa sangat, kerana cucur udangnya keras macam kayu..!!! Membazir je, tak larat nak kunyah..!!",sos sedap saya peminat cucur udang tapi rasa kecewa sangat kerana cucur udangnya keras macam kayu membazir je tak larat nak kunyah,"The sauce is delicious, I'm a fan of cucur shrimp but I'm very disappointed because the cucur shrimp is hard like wood, it's a waste and it's hard to chew","The sauce is delicious, I'm a fan of cucur shrimp but I'm very disappointed because the cucur shrimp is hard like wood, it's a waste and it's hard to chew"
Gani Famous Pasembur,Amalina Athirah,"Sedap n ada rasa pedas sikit. Beratur panjang tp service laju jer . Harga rm23 .. xberani nk ambil sotong,udang. Ambil yg biasa jer",sedap n ada rasa pedas sikit beratur panjang tp service laju jer harga rm xberani nk ambil sotongudang ambil yg biasa jer,"it's delicious and has a bit of a spicy taste, the queue is long but the service is fast, the price is rm, don't you dare to take sotongudang, just take the usual one","it's delicious and has a bit of a spicy taste, the queue is long but the service is fast, the price is rm, don't you dare to take sotongudang, just take the usual one"
Gani Famous Pasembur,eddie chan,"Why this remains popular is a complete mystery to me. The commercialisation and mediocrity of the food quality cannot possibly justify the 3.8 star score. While the selection is extensive, many are “lazy & convenient” choices typical of yongtaufu and honestly cannot be considered suitable for pasembur. I mean when did store bought processed crab sticks, fishball and hotdogs become part of pasembur? The taste was bland even for the fried stuff and some were not even fresh (eg. sourish tofu).They really took their time lazily cutting up my selection and drenched it with the most shockingly red “kuah“! It almost looked unreal and artificial colouring was definitely used given the intensity. The diabetic inducing sauce was sugary syrupy sweet with just a hint of spiciness. Absolutely no kick or aroma. The only redeeming factor is the generous portion of shredded jicama and cucumbers.My cucur udang, two tofu, two potatoes, boiled egg costs RM16. Would not say it’s highway robbery but it comes pretty close. Would not eat here again. The pasembur on Lebuh Union nearby is by far more authentic, tastier and definitely a better deal.",why this remains popular is a complete mystery to me the commercialisation and mediocrity of the food quality cannot possibly justify the star score while the selection is extensive many are “lazy convenient” choices typical of yongtaufu and honestly cannot be considered suitable for pasembur i mean when did store bought processed crab sticks fishball and hotdogs become part of pasembur the taste was bland even for the fried stuff and some were not even fresh eg sourish tofuthey really took their time lazily cutting up my selection and drenched it with the most shockingly red “kuah“ it almost looked unreal and artificial colouring was definitely used given the intensity the diabetic inducing sauce was sugary syrupy sweet with just a hint of spiciness absolutely no kick or aroma the only redeeming factor is the generous portion of shredded jicama and cucumbersmy cucur udang two tofu two potatoes boiled egg costs rm would not say it’s highway robbery but it comes pretty close would not eat here again the pasembur on lebuh union nearby is by far more authentic tastier and definitely a better deal,why this remains popular is a complete mystery to me the commercialisation and mediocrity of the food quality cannot possibly justify the star score while the selection is extensive many are “lazy convenient” choices typical of yongtaufu and honestly cannot be considered suitable for pasembur i mean when did store bought processed crab sticks fishball and hotdogs become part of pasembur the taste was bland even for the fried stuff and some were not even fresh eg sourish tofuthey really took their time lazily cutting up my selection and drenched it with the most shockingly red “kuah“ it almost looked unreal and artificial colouring was definitely used given the intensity the diabetic inducing sauce was sugary syrupy sweet with just a hint of spiciness absolutely no kick or aroma the only redeeming factor is the generous portion of shredded jicama and cucumbersmy cucur udang two tofu two potatoes boiled egg costs rm would not say it’s highway robbery but it comes pretty close would not eat here again the pasembur on lebuh union nearby is by far more authentic tastier and definitely a better deal,why this remains popular is a complete mystery to me the commercialisation and mediocrity of the food quality cannot possibly justify the star score while the selection is extensive many are “lazy convenient” choices typical of yongtaufu and honestly cannot be considered suitable for pasembur i mean when did store bought processed crab sticks fishball and hotdogs become part of pasembur the taste was bland even for the fried stuff and some were not even fresh eg sourish tofuthey really took their time lazily cutting up my selection and drenched it with the most shockingly red “kuah“ it almost looked unreal and artificial colouring was definitely used given the intensity the diabetic inducing sauce was sugary syrupy sweet with just a hint of spiciness absolutely no kick or aroma the only redeeming factor is the generous portion of shredded jicama and cucumbersmy cucur udang two tofu two potatoes boiled egg costs rm would not say it’s highway robbery but it comes pretty close would not eat here again the pasembur on lebuh union nearby is by far more authentic tastier and definitely a better deal
Gani Famous Pasembur,Ali Zainal Abidin,Mmg terpaling padu recommended sgt makan pasembur kt sini. Confirm tak kan menyesal mai makan sini. Dua kali repeat mai makan sini. Next time mai Penang cari gani famous pasembur ja xcari lain.,mmg terpaling padu recommended sgt makan pasembur kt sini confirm tak kan menyesal mai makan sini dua kali repeat mai makan sini next time mai penang cari gani famous pasembur ja xcari lain,I'm really impressed. I highly recommend eating pasembur here. Confirm that you won't regret eating here twice. Repeat. Come eat here next time. Come to Penang. Find out how famous pasembur is. I'm looking for something else.,I'm really impressed. I highly recommend eating pasembur here. Confirm that you won't regret eating here twice. Repeat. Come eat here next time. Come to Penang. Find out how famous pasembur is. I'm looking for something else.
Gani Famous Pasembur,Mohamad Azhar,Alhamdulillah sedap kuah dia. Selalu dok rasa pasembor kuah kacang. Harini pekena pasembor ni kuah mcm sos. Rupanya lagi sedap.,alhamdulillah sedap kuah dia selalu dok rasa pasembor kuah kacang harini pekena pasembor ni kuah mcm sos rupanya lagi sedap,"Alhamdulillah, the sauce is delicious, it always tastes like pasembor, peanut sauce, today I got this pasembor, the sauce is like a sauce, it looks even better","Alhamdulillah, the sauce is delicious, it always tastes like pasembor, peanut sauce, today I got this pasembor, the sauce is like a sauce, it looks even better"
Gani Famous Pasembur,Hati Terluka,"Rasa tu not bad la, Bila datang sini parking memang susah nak dapat. Tempat tak berapa nak bersih, rasa nya ada lagi pasembur yang sedap selain ini. Total harga RM 32.",rasa tu not bad la bila datang sini parking memang susah nak dapat tempat tak berapa nak bersih rasa nya ada lagi pasembur yang sedap selain ini total harga rm,"I don't think it's bad when you come here, it's hard to get a parking spot, it's not that clean, I think there are other good pasembur besides this, the total price is rm","I don't think it's bad when you come here, it's hard to get a parking spot, it's not that clean, I think there are other good pasembur besides this, the total price is rm"
Gani Famous Pasembur,mahkota yang mulia,"Tak best senanye. Ramai org. Ddk kt meja baru nak pikir makan ape, ramai dh dtg serbu ambik order. Ade satu tu, tnye je bkn nak pun, dia terus buat n hntr kt meja pastu suh byr. Gani pasembur pun biase je rase dia mcm rojak la jgk. Harge rm40 tp ade yg tumpah mase potong2 tu. Jd ade yg berkurang jgk sbb melimpah.",tak best senanye ramai org ddk kt meja baru nak pikir makan ape ramai dh dtg serbu ambik order ade satu tu tnye je bkn nak pun dia terus buat n hntr kt meja pastu suh byr gani pasembur pun biase je rase dia mcm rojak la jgk harge rm tp ade yg tumpah mase potong tu jd ade yg berkurang jgk sbb melimpah,It's not good. Many people are not at the table. They want to think about what to eat. Many people come and take orders. There is only one. I don't even want them to continue to order at the table. It's okay to use it. It's normal to think that it's just a rojak. It's the price of RM.,It's not good. Many people are not at the table. They want to think about what to eat. Many people come and take orders. There is only one. I don't even want them to continue to order at the table. It's okay to use it. It's normal to think that it's just a rojak. It's the price of RM.
Gani Famous Pasembur,acyid john,"1st and last pegi sini,amek 5 brg rm15..bapak mahal..kuah manis,tmpt mkn kotor,pinggan dye bg lap2 gitu je xbasuh guna sabun dengan berminyak nye lg puihhhh pengotor sial..,xyah la woii mkn sini,kotor bai..pekerja ori india pny xmcm mamak..aku xtau la tekak org penang ni mcm mana,mmg suke makan kotor2 kot.ni ke yg popular tu?? woii buta kayu,makan tempat yang elok dan bersih la baru la perangai elok x loklak..",st and last pegi siniamek brg rmbapak mahalkuah manistmpt mkn kotorpinggan dye bg lap gitu je xbasuh guna sabun dengan berminyak nye lg puihhhh pengotor sialxyah la woii mkn sinikotor baipekerja ori india pny xmcm mamakaku xtau la tekak org penang ni mcm manammg suke makan kotor kotni ke yg popular tu woii buta kayumakan tempat yang elok dan bersih la baru la perangai elok x loklak,"st and last went to siniamek brg rmpapak mahalkuah manistmptt eat dirty dishes and wipe them just like that, wash them with soap with oil and puihhhh it's dirty damn it woii eat dirty Indian workers pny xmcm mamakaku xtau la penang people's throat like manammg likes to eat dirty kotni to the popular ones woii blind kayu eat nice and clean place that's the only good behavior x loklak","st and last went to siniamek brg rmpapak mahalkuah manistmptt eat dirty dishes and wipe them just like that, wash them with soap with oil and puihhhh it's dirty damn it woii eat dirty Indian workers pny xmcm mamakaku xtau la penang people's throat like manammg likes to eat dirty kotni to the popular ones woii blind kayu eat nice and clean place that's the only good behavior x loklak"
Gani Famous Pasembur,Hafiz,"Rasa dia okay la sedap la sbb member blanja. Yg leceh cuma nk cari meja makan.  Harap yg baca ni klau makan sini dh habis makan bangun, rmai lagi org nk duduk 😂",rasa dia okay la sedap la sbb member blanja yg leceh cuma nk cari meja makan harap yg baca ni klau makan sini dh habis makan bangun rmai lagi org nk duduk,"I think he's okay, it's good because he's a lazy shopping member, just looking for a dining table, I hope you're reading this, if you eat here, you're done eating, get up, there are more people to sit down","I think he's okay, it's good because he's a lazy shopping member, just looking for a dining table, I hope you're reading this, if you eat here, you're done eating, get up, there are more people to sit down"
Gani Famous Pasembur,Noor Azlan,"This big plate costs us RM35. There are many choices to choose from and we just love the sauce. Not too spicy, just nice. But, too many birds were here and as the food was exposed without any cover, I was a little bit worried about its hygiene. As even birds flew from and into the shop.",this big plate costs us rm there are many choices to choose from and we just love the sauce not too spicy just nice but too many birds were here and as the food was exposed without any cover i was a little bit worried about its hygiene as even birds flew from and into the shop,this big plate costs us rm there are many choices to choose from and we just love the sauce not too spicy just nice but too many birds were here and as the food was exposed without any cover i was a little bit worried about its hygiene as even birds flew from and into the shop,this big plate costs us rm there are many choices to choose from and we just love the sauce not too spicy just nice but too many birds were here and as the food was exposed without any cover i was a little bit worried about its hygiene as even birds flew from and into the shop
Gani Famous Pasembur,yokoy gen,"Make sure you ask for every item price before making any selection before you getting overcharged because some item is too pricey like prawn or big sausages. Safe way is to tell them to make at your budjet like RM10-15. My portion I asked is about RM15 as in picture but can be eaten by 3-4 people. The sauce is more to sweeter side but the redness is just have a little bit spicyness. As I can say, the sauce is sweet spicy like popia sauce.",make sure you ask for every item price before making any selection before you getting overcharged because some item is too pricey like prawn or big sausages safe way is to tell them to make at your budjet like rm my portion i asked is about rm as in picture but can be eaten by people the sauce is more to sweeter side but the redness is just have a little bit spicyness as i can say the sauce is sweet spicy like popia sauce,make sure you ask for every item price before making any selection before you getting overcharged because some item is too pricey like prawn or big sausages safe way is to tell them to make at your budjet like rm my portion i asked is about rm as in picture but can be eaten by people the sauce is more to sweeter side but the redness is just have a little bit spicyness as i can say the sauce is sweet spicy like popia sauce,make sure you ask for every item price before making any selection before you getting overcharged because some item is too pricey like prawn or big sausages safe way is to tell them to make at your budjet like rm my portion i asked is about rm as in picture but can be eaten by people the sauce is more to sweeter side but the redness is just have a little bit spicyness as i can say the sauce is sweet spicy like popia sauce
Gani Famous Pasembur,Sofea Asyiqin,"Perfect combo of crispy cucur udang, mixed fishcames, boiled eggs, potato, veges topped with delicious sweet and thick gravy. Definitely a must-try for everyone!! Price for my plate was RM22.",perfect combo of crispy cucur udang mixed fishcames boiled eggs potato veges topped with delicious sweet and thick gravy definitely a musttry for everyone price for my plate was rm,perfect combo of crispy cucur udang mixed fishcames boiled eggs potato veges topped with delicious sweet and thick gravy definitely a musttry for everyone price for my plate was rm,perfect combo of crispy cucur udang mixed fishcames boiled eggs potato veges topped with delicious sweet and thick gravy definitely a musttry for everyone price for my plate was rm
Gani Famous Pasembur,ahmad abidi,"Moderate taste. Overrated and pricey. Simple hot dogs and some cucur udang costs me RM20 already. Some more, they sliced your food at the back and customer can't check whether they cheated on reducing your items, but charged at full price. I found out my jumbo hot dogs, which I took 3 pieces, only served with a few slices in my plate.Please check your item (food) carefully!!!",moderate taste overrated and pricey simple hot dogs and some cucur udang costs me rm already some more they sliced your food at the back and customer cant check whether they cheated on reducing your items but charged at full price i found out my jumbo hot dogs which i took pieces only served with a few slices in my plateplease check your item food carefully,moderate taste overrated and pricey simple hot dogs and some cucur udang costs me rm already some more they sliced your food at the back and customer cant check whether they cheated on reducing your items but charged at full price i found out my jumbo hot dogs which i took pieces only served with a few slices in my plateplease check your item food carefully,moderate taste overrated and pricey simple hot dogs and some cucur udang costs me rm already some more they sliced your food at the back and customer cant check whether they cheated on reducing your items but charged at full price i found out my jumbo hot dogs which i took pieces only served with a few slices in my plateplease check your item food carefully
Gani Famous Pasembur,Wan Muhd Zaim Wan Rozeb,Harga overpriced..kuantiti x byk sgt pon..kalau boleh sapa nk try tanya dlu harga,harga overpricedkuantiti x byk sgt ponkalau boleh sapa nk try tanya dlu harga,"The price is overpriced. The quantity is very large. If anyone can try, ask the price first","The price is overpriced. The quantity is very large. If anyone can try, ask the price first"
Gani Famous Pasembur,Afiqah Nizam,Pasembor ok la sedap cuma kuah manis so kurang satu bintang.Food: …,pasembor ok la sedap cuma kuah manis so kurang satu bintangfood …,passing ok ta just sweet sauce so less than one starfood,passing ok ta just sweet sauce so less than one starfood
Gani Famous Pasembur,mohammed riyaaz,Alhamdulillah akhirnya sampai jugak disini...Hehe..teringin lama dah...tapi tak kesampaian untuk sampai disini...hari ini udah sampai..Makan sedap sedap tip top pasembor dia...Harga boleh tahan la... Nk boleh p rasa...Kuah sedap tak mengecewakan,alhamdulillah akhirnya sampai jugak disiniheheteringin lama dahtapi tak kesampaian untuk sampai disinihari ini udah sampaimakan sedap sedap tip top pasembor diaharga boleh tahan la nk boleh p rasakuah sedap tak mengecewakan,"Alhamdulillah, I finally got here, I've been waiting for a long time but I couldn't get here, today I got it, it's delicious, it's delicious, it's a top tip, I can't stand it, I can't stand it, it's delicious, it doesn't disappoint","Alhamdulillah, I finally got here, I've been waiting for a long time but I couldn't get here, today I got it, it's delicious, it's delicious, it's a top tip, I can't stand it, I can't stand it, it's delicious, it doesn't disappoint"
Gani Famous Pasembur,Rowena Chong,Kuah terlalu manis bagi saya. Kalau nak cuba boleh la. But for me sekali saja la. Berbaris panjang juga. Utk org yg jenis tak sabar. Tak sesuai la tmpt ni,kuah terlalu manis bagi saya kalau nak cuba boleh la but for me sekali saja la berbaris panjang juga utk org yg jenis tak sabar tak sesuai la tmpt ni,"The sauce is too sweet for me. If you want to try it, you can just order it for me once. There is a long line. Also for people who are impatient, this place is not suitable.","The sauce is too sweet for me. If you want to try it, you can just order it for me once. There is a long line. Also for people who are impatient, this place is not suitable."
Gani Famous Pasembur,farah kamarulzaman,Disebabkan semua makan kat sini..kami pun sama-sama lah beratur n menyesakkan lagi kedai ni...harga masih ok..pilihan pun banyak...kalau datang penang tak makan benda alah ni maksudnya tak lengkaplah percutian anda di Pulau Pinang😆😆,disebabkan semua makan kat sinikami pun samasama lah beratur n menyesakkan lagi kedai niharga masih okpilihan pun banyakkalau datang penang tak makan benda alah ni maksudnya tak lengkaplah percutian anda di pulau pinang,"due to the fact that everyone who eats at our place is also queuing up and this shop is crowded, the price is still ok, there are many choices, if you come to Penang, you don't eat this allergic thing, it means that your vacation in Pinang Island is not complete","due to the fact that everyone who eats at our place is also queuing up and this shop is crowded, the price is still ok, there are many choices, if you come to Penang, you don't eat this allergic thing, it means that your vacation in Pinang Island is not complete"
Gani Famous Pasembur,Faheem 307,"Sini memang crowded. Nak memilih pun tak tau mcm mana. Menu Lebih kurang je nampak semua. Passembor dengan kerang bakar je la yang nmpk. Kerang sepinggan rm14. Ni pasembor aku punya ni rm20. Hati2 paking kt luar, polis trafik datang saman kalau paking luar kotak atau kawasan larangan. Tak kira siang ke malam.",sini memang crowded nak memilih pun tak tau mcm mana menu lebih kurang je nampak semua passembor dengan kerang bakar je la yang nmpk kerang sepinggan rm ni pasembor aku punya ni rm hati paking kt luar polis trafik datang saman kalau paking luar kotak atau kawasan larangan tak kira siang ke malam,"It's really crowded here, I don't even know what the menu is like, you can see all the passembors with grilled clams, but the ones that look like shellfish are the side of the rm, this is the Pasembor, I have this rm, the heart is wearing a gasket outside, the traffic police come at Saman, if the gasket is outside the box or in a prohibited area, it doesn't matter from day to night","It's really crowded here, I don't even know what the menu is like, you can see all the passembors with grilled clams, but the ones that look like shellfish are the side of the rm, this is the Pasembor, I have this rm, the heart is wearing a gasket outside, the traffic police come at Saman, if the gasket is outside the box or in a prohibited area, it doesn't matter from day to night"
Gani Famous Pasembur,Azrai Hafiz,"Went here on an empty stomach hence the mountain of food. For me, the sauce was quite sweet and it makes me queasy after several bites. Variety of choices for fried and frozen foods. Price is reasonable for each sticks. 8/10",went here on an empty stomach hence the mountain of food for me the sauce was quite sweet and it makes me queasy after several bites variety of choices for fried and frozen foods price is reasonable for each sticks,went here on an empty stomach hence the mountain of food for me the sauce was quite sweet and it makes me queasy after several bites variety of choices for fried and frozen foods price is reasonable for each sticks,went here on an empty stomach hence the mountain of food for me the sauce was quite sweet and it makes me queasy after several bites variety of choices for fried and frozen foods price is reasonable for each sticks
Gani Famous Pasembur,Aryna Ishak,"The sauce is the nicest among other stalls for me. Expect a huge crowd during weekends and public holidays, but the queue quite smooth, not too long too wait.",the sauce is the nicest among other stalls for me expect a huge crowd during weekends and public holidays but the queue quite smooth not too long too wait,the sauce is the nicest among other stalls for me expect a huge crowd during weekends and public holidays but the queue quite smooth not too long too wait,the sauce is the nicest among other stalls for me expect a huge crowd during weekends and public holidays but the queue quite smooth not too long too wait
Gani Famous Pasembur,Thareni Raj,Honestly this is the best I have had. I have never tasted anything so delicious.. It was spicy sweet and the flavour was just exploding in my mouth! If you are in penang. It's a must to visit this place !! Plus point you can enjoy the sea! 5/5 For taste!,honestly this is the best i have had i have never tasted anything so delicious it was spicy sweet and the flavour was just exploding in my mouth if you are in penang its a must to visit this place plus point you can enjoy the sea for taste,honestly this is the best i have had i have never tasted anything so delicious it was spicy sweet and the flavour was just exploding in my mouth if you are in penang its a must to visit this place plus point you can enjoy the sea for taste,honestly this is the best i have had i have never tasted anything so delicious it was spicy sweet and the flavour was just exploding in my mouth if you are in penang its a must to visit this place plus point you can enjoy the sea for taste
Gani Famous Pasembur,Poppy Agithia Friscilla Batubara,"Totally scam. I ask for price, he said 'i cut first'. Then come the price RM45. DONT COME HERE!",totally scam i ask for price he said i cut first then come the price rm dont come here,totally scam i ask for price he said i cut first then come the price rm dont come here,totally scam i ask for price he said i cut first then come the price rm dont come here
Gani Famous Pasembur,Syaz Shaf,"I do not recommend this Gani Famous Pasembur.1) Not customer friendly2) Not clear pricing3) Expensive4) Not tasty at allFirst time customer beware. You might get overcharged. Also, they won't entertain you when you asked them to clean the table. I had to wipe the table on my own. Regret eating here.",i do not recommend this gani famous pasembur not customer friendly not clear pricing expensive not tasty at allfirst time customer beware you might get overcharged also they wont entertain you when you asked them to clean the table i had to wipe the table on my own regret eating here,i do not recommend this gani famous pasembur not customer friendly not clear pricing expensive not tasty at allfirst time customer beware you might get overcharged also they wont entertain you when you asked them to clean the table i had to wipe the table on my own regret eating here,i do not recommend this gani famous pasembur not customer friendly not clear pricing expensive not tasty at allfirst time customer beware you might get overcharged also they wont entertain you when you asked them to clean the table i had to wipe the table on my own regret eating here
Gani Famous Pasembur,Hidayah Taufik,"The pasembor is good,but sadly no potato 🥲. But the surrounding 🙃 Padang Kota is so overrated that they don't care about the hygiene surrounding the dining place. I think we hardly seen this 'lengang' like it always eak hour here. I would recommend Penang management to have one day in a month for spring cleaning in Padang Kota",the pasembor is goodbut sadly no potato but the surrounding padang kota is so overrated that they dont care about the hygiene surrounding the dining place i think we hardly seen this lengang like it always eak hour here i would recommend penang management to have one day in a month for spring cleaning in padang kota,the pasembor is goodbut sadly no potato but the surrounding padang kota is so overrated that they dont care about the hygiene surrounding the dining place i think we hardly seen this lengang like it always eak hour here i would recommend penang management to have one day in a month for spring cleaning in padang kota,the pasembor is goodbut sadly no potato but the surrounding padang kota is so overrated that they dont care about the hygiene surrounding the dining place i think we hardly seen this lengang like it always eak hour here i would recommend penang management to have one day in a month for spring cleaning in padang kota
Gani Famous Pasembur,Narutobi,Kuah dia manis manis pedas. Jangan duk ambik coq udang ka udang atau ketam memang depa tibai mahai laa,kuah dia manis manis pedas jangan duk ambik coq udang ka udang atau ketam memang depa tibai mahai laa,"His sauce is sweet, sweet, and spicy, don't use shrimp coq or shrimp or crab","His sauce is sweet, sweet, and spicy, don't use shrimp coq or shrimp or crab"
Gani Famous Pasembur,OnEgAnU kItE,"Pasembur sedap.Kuah sedap, dan boleh mintak asingkan.Harga berpatutan.Boleh bayar pakai QR pay.Seronok datang waktu petang, makan sambil menikmati panomara tepi laut.Parking kereta jangan lupa bayar pakai apps parking kereta Pulau Pinang, kalau tak nak kena saman atau tarik.",pasembur sedapkuah sedap dan boleh mintak asingkanharga berpatutanboleh bayar pakai qr payseronok datang waktu petang makan sambil menikmati panomara tepi lautparking kereta jangan lupa bayar pakai apps parking kereta pulau pinang kalau tak nak kena saman atau tarik,"pasembur is delicious, the broth is delicious and you can ask for it separately, the price is reasonable, you can pay using qr payer, it's fun to come in the evening to eat while enjoying the seaside panorama, car parking, don't forget to pay using the Pinang Island car parking apps if you don't want to be sued or towed","pasembur is delicious, the broth is delicious and you can ask for it separately, the price is reasonable, you can pay using qr payer, it's fun to come in the evening to eat while enjoying the seaside panorama, car parking, don't forget to pay using the Pinang Island car parking apps if you don't want to be sued or towed"
Gani Famous Pasembur,Ardilla Dewanti,Nice food for you and your family to eat.You can choose the food as you want and happy to see your plate is already so full 😂You have to try this!!!,nice food for you and your family to eatyou can choose the food as you want and happy to see your plate is already so full you have to try this,nice food for you and your family to eatyou can choose the food as you want and happy to see your plate is already so full you have to try this,nice food for you and your family to eatyou can choose the food as you want and happy to see your plate is already so full you have to try this
Gani Famous Pasembur,ahchonx,Many options and the sauce is very nice. It looks spicy but it is not. The price is slightly on higher side.,many options and the sauce is very nice it looks spicy but it is not the price is slightly on higher side,many options and the sauce is very nice it looks spicy but it is not the price is slightly on higher side,many options and the sauce is very nice it looks spicy but it is not the price is slightly on higher side
Gani Famous Pasembur,Jsha,Came here as I saw many reviews and pages saying this was the best pasembor in penang.Was deeply disappointed.Tasted too sweet and lots of artificial colour.Cucur was quite oily and not fresh! Not recommended at all! Not worth trying! OVERRATED,came here as i saw many reviews and pages saying this was the best pasembor in penangwas deeply disappointedtasted too sweet and lots of artificial colourcucur was quite oily and not fresh not recommended at all not worth trying overrated,came here as i saw many reviews and pages saying this was the best pasembor in penangwas deeply disappointedtasted too sweet and lots of artificial colourcucur was quite oily and not fresh not recommended at all not worth trying overrated,came here as i saw many reviews and pages saying this was the best pasembor in penangwas deeply disappointedtasted too sweet and lots of artificial colourcucur was quite oily and not fresh not recommended at all not worth trying overrated
Gani Famous Pasembur,mohd zamri rosdi,Sedap kena dengan tekak,sedap kena dengan tekak,good for the throat,good for the throat
Gani Famous Pasembur,Rosmalini Othman,Long queue & prices may vary depending on 'peak-season' or foods u take. Gravy not too spicy eventhough it's 'red' in color.,long queue prices may vary depending on peakseason or foods u take gravy not too spicy eventhough its red in color,long queue prices may vary depending on peakseason or foods u take gravy not too spicy eventhough its red in color,long queue prices may vary depending on peakseason or foods u take gravy not too spicy eventhough its red in color
Gani Famous Pasembur,Isma Izzuddin,Harga boleh tahan mahal. Cucur udang keras mcm batu. Kuah tak sedap. Pinggan berminyak. Rasa menyesal,harga boleh tahan mahal cucur udang keras mcm batu kuah tak sedap pinggan berminyak rasa menyesal,"The price can be bearable, it's expensive, hard prawns are like rocks, the gravy is not good, the plate is greasy, I feel sorry","The price can be bearable, it's expensive, hard prawns are like rocks, the gravy is not good, the plate is greasy, I feel sorry"
Gani Famous Pasembur,Naz here,"Sedap , Harga Mahal , Bos Je Macam Sombong Sikit Tak Mesra Alam HahahahaService: …",sedap harga mahal bos je macam sombong sikit tak mesra alam hahahahaservice …,"delicious, expensive price, the boss is a bit arrogant and not friendly to the environment hahahahaservice...","delicious, expensive price, the boss is a bit arrogant and not friendly to the environment hahahahaservice..."
Gani Famous Pasembur,John Ng,"A bit questionable on hygine, the calculation system, ordering system of the food.And still wondering, what's the real kick of the taste and food quality.That's a honest review from me.",a bit questionable on hygine the calculation system ordering system of the foodand still wondering whats the real kick of the taste and food qualitythats a honest review from me,a bit questionable on hygine the calculation system ordering system of the foodand still wondering whats the real kick of the taste and food qualitythats a honest review from me,a bit questionable on hygine the calculation system ordering system of the foodand still wondering whats the real kick of the taste and food qualitythats a honest review from me
Gani Famous Pasembur,Melanie Sampson,"Pasembur di Padang kota ini betul-betul enak dan komplit, bumbu merahnya banyak dan untuk topping ada fishcake, telur, paru, sayuran",pasembur di padang kota ini betulbetul enak dan komplit bumbu merahnya banyak dan untuk topping ada fishcake telur paru sayuran,pasembur in padang kota is really tasty and complete with a lot of red spices and for topping there is a vegetable lung egg fishcake,pasembur in padang kota is really tasty and complete with a lot of red spices and for topping there is a vegetable lung egg fishcake
Gani Famous Pasembur,Hazim Hanipah,Price : highTaste : OKAtmosphere : OK …,price hightaste okatmosphere ok …,price hightaste okatmosphere ok …,price hightaste okatmosphere ok …
Gani Famous Pasembur,Syamimi Muhammad,"Sedap sangat! Harga ok laa not bad..Dlm gambar ni harga dlm RM40, ada ambil udang besar sekor.",sedap sangat harga ok laa not baddlm gambar ni harga dlm rm ada ambil udang besar sekor,"very tasty, the price is ok, not bad in the picture, the price is in the room, there is a large shrimp","very tasty, the price is ok, not bad in the picture, the price is in the room, there is a large shrimp"
Gani Famous Pasembur,Iqin No Hibi,"Pricey than normal rojak campur, also sweeter. The best thing is a lot of table and seats provided and near the beach view. Recommended for large group visit. Just parking is limited.",pricey than normal rojak campur also sweeter the best thing is a lot of table and seats provided and near the beach view recommended for large group visit just parking is limited,pricey than normal rojak campur also sweeter the best thing is a lot of table and seats provided and near the beach view recommended for large group visit just parking is limited,pricey than normal rojak campur also sweeter the best thing is a lot of table and seats provided and near the beach view recommended for large group visit just parking is limited
