Title,Username,final_review,compound,sentiment,adjectives_only
Explore Kampung Baru with a Local,Jerry,best airbnb experience ever unique perspective of kl highly recommend learned so much about malays culture food religion and history,0.7902,Positive,best unique much
Explore Kampung Baru with a Local,Ronny,looking for a real local and chill experience go with fuad he is a real friend and shows “his” area still a pure and authentic area in the middle of the busy city visited his family house with a very warm welcome,0.8258,Positive,real local fuad real pure authentic middle busy warm
Explore Kampung Baru with a Local,Lutz,it is really good,0.4927,Positive,good
Explore Kampung Baru with a Local,Ian,believe all the other reviews this truly was a magical experience fuad and his family were incredibly welcoming it felt like hanging out with your friends they were so welcoming and kind to my children including singing jingle bells with his father accompanying on guitar and going above and beyond by driving us home after i couldn’t ask for a better evening or more lovely people,0.9777,Positive,magical
Explore Kampung Baru with a Local,Safiyyah,a walk through kampung baru with fuad has been one of the most unexpectedly magical airbnb experiences i’ve been on the walk was filled with incredible depth hospitality and wonder a definite recommend,0.5574,Positive,magical incredible definite
Explore Kampung Baru with a Local,Emma,this was such a wonderful way to experience kl faud has a genuine passion for sharing his neighbourhood with others and it was really interesting to learn about the traditional houses try local fruits straight from the tree and see the contrast with the citys towering skyscrapers just behind however this was so much more than just a neighbourhood tourfaud and his family welcomed me into their home fed me delicious snacks and the grandfather even managed to get me singing karaoke i loved chatting with them and sharing dinner together at a local satay restaurant they were incredibly warm and welcoming and really made me feel like part of the family i would recommend this tour the opportunity to explore this unique neighbourhood and spend time with such a lovely family made it an experience i will never forget,0.9917,Positive,wonderful genuine neighbourhood learn traditional local tree much delicious local warm tour unique neighbourhood
Explore Kampung Baru with a Local,Razy,it was truly a magical experience with fuad he brought us through kampung baru a living breathing and real kampung village in the heart of kuala lumpur the fact that he grew up in the kampung allowed us a personal perspective of its evolution everyone in the village knows him and welcomed us to learn more about their home we got to pluck a local fruit jambu air from the front lawn of a home learnt about the history of the place and discovered the little details of traditional malay homes the highlight of the trip for me was a visit to fuads birthplace and childhood home ill let you experience that yourself and not spoil it for you the experience was so good that i did not want it to end,0.8136,Positive,magical real lumpur personal learn pluck local front little traditional spoil good
Explore Kampung Baru with a Local,Atia Hanna,great tour fuad made sure that we truly enjoyed ourselves from the thoughtful and delicious snacks prepared at his home as well as the history and culture he shared about his beautiful town such a wonderful experience and would definitely recommend,0.9883,Positive,great sure enjoyed thoughtful delicious beautiful wonderful
Explore Kampung Baru with a Local,Paige,this was the best airbnb experience i have ever done fuad really makes you feel a part of the family literally we started our tour exploring the gem of a community that is kampung baru it is very evident how much of a community leader fuad is we tried delicious food took amazing pictures and interacted with the residents as if that wasn’t enough fuad invited us into his family home where we ate even more delicious snacks drank tea and even sang karaoke with his father i have never met such warm and hospitable people i truly felt like a part of the family a great experience,0.9757,Positive,best evident much delicious amazing enough delicious warm hospitable great
Explore Kampung Baru with a Local,May,my friend and i truly had a magical time in kampung baru fuad sent us on a tour around the neighborhood where we felt like locals i like best how he was able to introduce us to all of the people in the community including the local schoolchildren to the chiefs it felt like a really personalized tour i really enjoyed how fuad led us to his fathers home where we had a curry puff and tea and were able to sing karaoke with his year old father he also showed us the best satay ive ever eaten in my life fuad is the best of malay hospitality thanks so much,0.9857,Positive,magical best able local puff able old best eaten best
Explore Kampung Baru with a Local,Chris,an amazing experience fuad and his wife made us feel so comfortable in their home it was so fun to walk around and explore a different part of kuala lumpur,0.9229,Positive,comfortable different
Explore Kampung Baru with a Local,Hege,this was a great experience very good value for money interesting friendly people delicious snacks and satay totally recommend fuad is really a superhost so enthusiastic and engaged and really cares about his neighbourhood and guests it was a treat to be able to visit his house and meet his wife and father who are equally friendly engaged and speak very good english so you can converse about anything and learn a lot about malay culture his father loves karaoke and will invite you to sing just go for it we had a blast thank you fuad for this special experience and memory from malaysia,0.9949,Positive,great good friendly delicious recommend superhost enthusiastic neighbourhood able friendly good english learn invite fuad special
Explore Kampung Baru with a Local,Nantanittaya,shot out for the best airbnb experience in the world i have been with so many airbnb experience but i have to say this is the best one and totally worth for it if you still hesitate whether you gonna book or not please book this experience and you will know you made the right choice me and my husband we love every single moment that we spend with fuad and his family from the moment what we step into his house we can feel the warm of family together with cozy atmosphere in his home my husband got a chance to singing karaoke with his dad and its super memorable for us his dad is so lovely and his voice is super good i dont know what to say its super overwhelmed and we are very happy his wife also super lovely and very kind also generous to both of us its not just a airbnb experience i have to say its a life time memory that i will frame it for my life,0.9977,Positive,best many airbnb best worth right single warm dad memorable lovely good super happy generous airbnb
Explore Kampung Baru with a Local,Al Mustapha,fuad walked me through a captivating cultural and human experience many thanks and all the best to you and your family fuad,0.7964,Positive,cultural human many best
Explore Kampung Baru with a Local,Oleksandr,fuad showed us his historic neighborhood right beside the new and modern kl we learned a lot about the culture and customs of people living there tried local food also we had a wonderful dinner with fuad’s family at their place overall i had a great time,0.8316,Positive,historic new modern tried local great
Explore Kampung Baru with a Local,Tab,amazing experience in downtown kl dont miss this tour if you want to get to know the culture beyond the tourism sites,0.6751,Positive,know
Explore Kampung Baru with a Local,Shirley,probably one of the best if not the best experience i have ever gone on it was surprising to walk through a rustic neighborhood and ended up in faud’s home and singing karaoke with his father it’s intimate and special to be with the family and to get to know the culture highly recommended,0.9359,Positive,best best surprising rustic intimate special
Explore Kampung Baru with a Local,Mo,the trip started by a walk around the villages the host fuad was super friendly and awesome its something you have to do if you are in kl and without it exploring the city is basically incomplete fuad shared many stories regarding kl and kampung baru and personal stories growing on in the village in the middle of kl we had snacks at his home in thr middle of the journey and continued our journey to explore other part of the village and he and his family was so kind that they invited me the next day for eid celebration lunch at their home with the rest of the family and we ended staying til the night chatting and doing karaoke thank you fuad for the great and unforgettable experience,0.9783,Positive,fuad super friendly awesome incomplete many personal middle middle invited next til thank great unforgettable
Explore Kampung Baru with a Local,Heleen,great experience to walk through the kampung with your personal story teller makes you see a new side of kl and makes you want to preserve this special place in the middle of the city highly recommended for both tourists expats and locals,0.8631,Positive,great personal new special middle recommended
Explore Kampung Baru with a Local,Debbie,it was very special to learn about kampung baru at a very personal level and to have a fabulous dinner in local restaurant it is amazing to see this neighborhood so close to the skyscrapers and modern city fuad is very personal fun and interesting,0.9475,Positive,special personal fabulous local neighborhood close modern personal
Explore Kampung Baru with a Local,Rob,a very genuine personal experience of life in kampung bahru done at a relaxed pace we really felt welcomed by the villagers of all ages fuad our host was very experienced and likeable and the tour which was over the hours went really quickly,0.8459,Positive,genuine personal relaxed welcomed likeable
Explore Kampung Baru with a Local,Jan,what a great experience very enthusiastic host and the best satay sticks in malaysia,0.9152,Positive,great enthusiastic best
Explore Kampung Baru with a Local,Jay,kampung baru could be just an old village if you go there on your own without knowing anything about it but after i spend some time with fuad the best mankind ive ever met in malaysia this place just turned out the most memorable place for myself and also for my family as well i definitely recommend this wonderful experience to anyone who are looking for something different while looking at the kl from genuinely authentic point of view youll never experience anything like this from elsewhere because there will be no kamfung baru with fuad,0.9504,Positive,old spend best memorable wonderful different authentic
Explore Kampung Baru with a Local,Fikree,we had a lovely experience with fuad and his family he gave us a tour of the last traditional malay village still existing in kl it was refreshing to find such humble people still holding on to their heritage amidst all the changes and ever expanding city we had a fantastic evening experienced hospitality met amazing people had delicious authentic food thank you so much we would definitely recommend this tour,0.9705,Positive,fuad last traditional humble fantastic experienced amazing delicious authentic
Explore Kampung Baru with a Local,Gary,we had a most unique evening with faud but the highlight was the impromptu musical jam session in his own home with his family that made the meeting of two cultures so poignant and meaningful i brought my chinese friend from shanghai who was in malaysia for the first time and having such a memorable experience in a traditional malay home in kampung baru means she will always preserve this impression of malay culture as welcoming warm and have this connection to it and vice versa for fauds family to be able to hear a chinese national who can barely speak english much less malay sing chinese classics as she plays the familys piano and feel her spirit through the vibrancy of her song these are the kinds of cultural interactions that allow us to feel our common humanness and are so necessary thank you to faud for making this possible below is what my chinese friend wanted to say 第一次来马来西亚吉隆坡，就被这个城市深深吸引着，东西方的文明在这个城市里交融着，都市喧嚣的背后，宁静是她独有的迷人风韵。非常有幸来到马来西亚人的家里做客，主人非常热情款待我们，我非常喜欢他们的家的装修温馨而浪漫，一架老式的钢琴在客厅摆放着好像就在等着我欢迎我grin喝着女主人泡好的咖啡吃着可口的点心十分惬意，岁的老人拿出心爱的吉他，我伴奏钢琴我们载歌载舞，温馨的房间里充满了欢乐和歌声，不虚此行 ，让人流连忘返。,0.9867,Positive,unique impromptu musical meaningful brought chinese first memorable traditional warm able hear chinese national english less malay chinese cultural common necessary possible chinese
Explore Kampung Baru with a Local,Arninta,thank you fuad family for friendly experience we love a personalized stories and genuine welcoming me my friends found unique things about kl at kampoeng baru,0.9423,Positive,friendly genuine unique
Explore Kampung Baru with a Local,Kay,it really was a unique experience in a place that may face some major change,0.0,Neutral,unique major
Explore Kampung Baru with a Local,Mark,i’m not sure if you can look at my history but i have taken about airbnb experiences across cities and there was something rather magical about this one that i missed from the others a great walk stopped by a coffee and tea at fuads house with his family we continued the walk then all had dinner at a local restaurant to write more would be to almost spoil it i would say this if you’re looking to have a truly once in a lifetime experience not just a tour go meet fuad and his family you’ll remember this one for a long time,0.7067,Positive,sure airbnb magical great local lifetime fuad long
Explore Kampung Baru with a Local,Vera,i recommend this experience it’s an opportunity to see the true malaysian culture faud his wife and kids are truly lovely and caring people i felt very safe and comfortable with them you will be welcomed and looked after like a family member this is a rare opportunity and it’s an experience and friendship you’ll never forget,0.9873,Positive,true malaysian safe rare
Explore Kampung Baru with a Local,Revathi,what a unique experience if i hadn’t gone on this tour i wouldn’t even have known that a place like kampung bahru existed it was very knowledgeable and interesting seeing a different side of kl fuad was a great host he brought us to his house and his family served us coffee and snacks and shared personal anecdotes i recommend it,0.9255,Positive,unique tour knowledgeable interesting different great personal
Explore the Origin of Kuala Lumpur with a Local,Kouraiech,this tour is brilliantly designed giving you a fantastic blend of kuala lumpurs history religious sites and local lifestyle,0.875,Positive,fantastic religious local
Explore the Origin of Kuala Lumpur with a Local,Alina,great experience fantastic time,0.8271,Positive,great fantastic
Explore the Origin of Kuala Lumpur with a Local,Eric,efmike is a wonderful and enthusiastic guide which amused us from beginning to the end,0.8658,Positive,wonderful enthusiastic
Explore the Origin of Kuala Lumpur with a Local,Alexandria,this was a great introduction to the city the guide efmike was friendly knowledgeable and helpful,0.8779,Positive,great friendly knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Rayne,the host was very friendly knowledgeable and easy to connect with the ending location bar was stunning,0.8399,Positive,knowledgeable easy
Explore the Origin of Kuala Lumpur with a Local,Samia,i had a great time and discovered beautiful places thanks to a host who is passionate about his subject,0.936,Positive,great beautiful
Explore the Origin of Kuala Lumpur with a Local,Eva,this was a perfect tour lots of tips from a local highly recommended,0.6997,Positive,perfect tour local
Explore the Origin of Kuala Lumpur with a Local,Weiwei,a very nice tour host was friendly we learned a lot about malaysia history,0.7425,Positive,nice
Explore the Origin of Kuala Lumpur with a Local,Marion,we had a great time with efmike who showed us kuala lumpur thank you so much for your kindness and humor,0.8934,Positive,great kuala much
Explore the Origin of Kuala Lumpur with a Local,Maïté,great walking tour at the old kuala lumpur with efmike really enjoyable experience,0.807,Positive,great tour old enjoyable
Explore the Origin of Kuala Lumpur with a Local,Prantar,delivers on what it promises a great host and experience would definitely recommend,0.8979,Positive,great
Explore the Origin of Kuala Lumpur with a Local,Mark,this was a great tour and i would highly recommend the experience,0.7841,Positive,great
Explore the Origin of Kuala Lumpur with a Local,Padmini,mike is such a fantastic guide… very helping and knowledgeable,0.7264,Positive,fantastic knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Nancy,really great walking tour our guide was very knowledgeable about kuala lumpur,0.659,Positive,great tour knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Kerry,this is the second tour i have taken with ef especially great for solo travelers,0.659,Positive,second great
Explore the Origin of Kuala Lumpur with a Local,思怡,mike is a very good guide we felt connected to the city of kuala lumpur,0.4927,Positive,good connected
Explore the Origin of Kuala Lumpur with a Local,Kush,great experience efmike is very knowledgeable and easygoing,0.7693,Positive,great knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Gioachino,honestly the best way to see kuala lumpur we saw so many things we would’ve never seen,0.802,Positive,best kuala many
Explore the Origin of Kuala Lumpur with a Local,Su,friendly and respectful host full of knowledge who made sure that we found shelter from the rain,0.8176,Positive,respectful full sure found
Explore the Origin of Kuala Lumpur with a Local,Alexandra,great tour even off the beaten track efmike has given us great views of malaysias history and culture,0.7506,Positive,great efmike great
Explore the Origin of Kuala Lumpur with a Local,Malsawmi,a mustdo if you want to explore old kl,0.0772,Positive,old
Explore the Origin of Kuala Lumpur with a Local,Farooq,i had an amazing time on this tour he was very friendly and knowledgeable book it,0.807,Positive,amazing knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Ej,especially if you are a person like me who stops in kuala lumpur within hours i highly recommend this tour,0.5709,Positive,
Explore the Origin of Kuala Lumpur with a Local,Matt,efmike was a great host who gave us some real insight into kl history,0.6249,Positive,great real insight
Explore the Origin of Kuala Lumpur with a Local,Adriana,great tour and great guide,0.8481,Positive,great tour great
Explore the Origin of Kuala Lumpur with a Local,Tomas,a great walk around the old parts of kl long discussion about presentday malay politics over drinks,0.6249,Positive,great old long
Explore the Origin of Kuala Lumpur with a Local,Kuriko,recommend joining this event ef is knowledgeable and wellconsiders the tour program,0.3612,Positive,knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Vera,during this tour we enjoyed learning experiencing and discussing kuala lumpur from a local perspective,0.5106,Positive,kuala lumpur local
Explore the Origin of Kuala Lumpur with a Local,Afiola,ef was very knowledgeable and friendly enjoyed the walk big time,0.7759,Positive,knowledgeable big
Explore the Origin of Kuala Lumpur with a Local,Vanessa,definitely worth it efmike was super friendly knowledgeable highly recommend,0.9259,Positive,worth super knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Lea,really loved ed’s tour he knows his stuff and loves his city,0.8357,Positive,stuff
Explore the Origin of Kuala Lumpur with a Local,Rebecca,fun trip around independence square and chinatown hearing about history and current life in kl,0.5106,Positive,chinatown current
Explore the Origin of Kuala Lumpur with a Local,Sherria,very laid back tour packed full of information and cool hidden spots to eat and drink,0.3182,Positive,full hidden
Explore the Origin of Kuala Lumpur with a Local,Kairun,great experience talking like a friend give it a try,0.8689,Positive,great
Explore the Origin of Kuala Lumpur with a Local,Vidyut,mike is a super host and great storyteller makes the walk interesting and funny,0.9274,Positive,great interesting
Explore the Origin of Kuala Lumpur with a Local,Molly,nice tour and info of some cool spots in kl,0.6249,Positive,nice cool
Explore the Origin of Kuala Lumpur with a Local,Sabeeh,fun trip,0.5106,Positive,
Explore the Origin of Kuala Lumpur with a Local,Ximeng,i had an amazing tour with mike knowledgeable patient and friendly,0.7906,Positive,knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Robert,mike was just fabulous casual relaxed walk and insightful details about history and culture,0.8126,Positive,fabulous casual insightful
Explore the Origin of Kuala Lumpur with a Local,Michael,mike is the guy great hospitality humor and fun walk with beer at the end,0.8591,Positive,great
Explore the Origin of Kuala Lumpur with a Local,Xiaoqian,tour was full of surprises ef is a funny outgoing guide full of stories and jokes,0.7906,Positive,tour full full
Explore the Origin of Kuala Lumpur with a Local,Chavisa,mike was such a great host chill and calm lots of storytelling about culture and history,0.7506,Positive,great calm
Explore the Origin of Kuala Lumpur with a Local,Daniele,really nice experience i enjoyed every part of it,0.7688,Positive,nice
Explore the Origin of Kuala Lumpur with a Local,Nikki,all the reviews are true its just like being guided by a friend book this one you wont regret it,0.8699,Positive,true
Explore the Origin of Kuala Lumpur with a Local,Chanelle,despite the heavy rain we covered many locations hidden spots and interesting backstories,0.4019,Positive,heavy many
Explore the Origin of Kuala Lumpur with a Local,Dayonna,mike was a great guide easy to talk to and very knowledgeable awesome experience,0.9077,Positive,great easy knowledgeable awesome
Explore the Origin of Kuala Lumpur with a Local,Shayantan,good introduction to kuala lumpur city and how it started recommended,0.5719,Positive,good lumpur
Explore the Origin of Kuala Lumpur with a Local,Anna-Jayne,fantastic tour with mike highly recommend,0.7501,Positive,fantastic
Explore the Origin of Kuala Lumpur with a Local,Angela,great tour host was fun and easygoing made sure everyone was comfortable and happy,0.9584,Positive,great sure comfortable happy
Explore the Origin of Kuala Lumpur with a Local,Pauline,we had the best time with mike relaxed walk cold beers and fun chats,0.8934,Positive,best
Explore the Origin of Kuala Lumpur with a Local,Peter,mike is amazing he knows so much about kl history definitely worth it to book this,0.8126,Positive,much worth
Explore the Origin of Kuala Lumpur with a Local,Paige,great tour and way to get to know old kl,0.6249,Positive,great tour old
Explore the Origin of Kuala Lumpur with a Local,Thomas,very nice guide which gives an authentic tour,0.4754,Positive,nice authentic
Explore the Origin of Kuala Lumpur with a Local,Mathilda,the tour with mike is absolutely fantastic super knowledgeable and fun,0.9076,Positive,fantastic knowledgeable
Explore the Origin of Kuala Lumpur with a Local,Anne & Jérémie,wonderful experience with mike even the children really enjoyed it,0.807,Positive,wonderful
Explore the Origin of Kuala Lumpur with a Local,Bruzzone,definitely a pleasant and interesting tour friendly and kind,0.936,Positive,pleasant interesting
Explore the Origin of Kuala Lumpur with a Local,Greg,definitely worth the time and the price wonderful introduction to this amazing place,0.9153,Positive,worth wonderful
Fatimah Songket Terengganu,Halimi Abdullah,highly recommended shop in kuala terengganu to get high quality authentic terengganu songket traditional cloth handwoven with gold or silver thread available here are “sampin” which is a piece of cloth worn with the malay “baju melayu” on festive or formal events and songket cloth which can be made into traditional malay women’s “baju kurung” your purchase here supports the local terengganu artisans and keeps this traditional craft alive,0.7902,Positive,high authentic traditional silver available sampin worn festive formal traditional kurung local traditional alive
Fatimah Songket Terengganu,Hj Syed Ahmad Al-Aydrus,"I haven't been to this boutique for a long time, more than a year, the batik clothes are really exclusive and unique. Exclusive batik. Alhamdulillah, I was able to buy one for Raya for an official event, even though I was sweating when I had to pay.",0.2247,Positive,long exclusive unique exclusive able official
Fatimah Songket Terengganu,Razali,"always excited about the batik design of Fatimah Songket, a very friendly salesperson who always helps us choose the best design and fabric quality",0.9134,Positive,batik friendly best
Fatimah Songket Terengganu,Xuerie Didovil,very good salesperson makes the buying experience here very good even though I came far to buy but I am satisfied with the service provided I hope to be able to say the same for another branch in the capital maybe the staff there can learn from the staff here,0.8944,Positive,good good buy satisfied able learn
Fatimah Songket Terengganu,Que_ Aida,very exclusive and recommended,0.4323,Positive,exclusive
Fatimah Songket Terengganu,Abdul Malik Azman Alhaj HRDCorp Training Consultant,"it's really original, everything is hand-woven by the ganu people themselves, it's the best",0.7778,Positive,original ganu best
Fatimah Songket Terengganu,Aisyah Rahman,Beautiful songket cloth with traditional motifs is very attractive,0.796,Positive,beautiful traditional attractive
Fatimah Songket Terengganu,Nor Hidayah,"Friendly service, I was satisfied to buy several pieces of songket",0.7184,Positive,friendly several
Fatimah Songket Terengganu,Faridah Musa,interesting place to choose a songket for an official ceremony,0.4019,Positive,
Fatimah Songket Terengganu,Siti Mariam,beautiful songket soft fabric and easy to sew,0.7783,Positive,beautiful soft easy
Fatimah Songket Terengganu,Ahmad Faiz,"many options at reasonable prices, highly recommended",0.2716,Positive,many reasonable
Fatimah Songket Terengganu,Lina Syaf,fast and customer friendly service,0.4939,Positive,friendly
Fatimah Songket Terengganu,Rozita Zulkifli,"I like the latest motifs, they are unique and beautiful",0.7506,Positive,latest unique beautiful
Fatimah Songket Terengganu,Hanafi Ismail,"a comfortable place to choose songket, the staff is very helpful",0.7501,Positive,comfortable choose
Fatimah Songket Terengganu,Jamilah Omar,The songket is soft and the color is very beautiful,0.6361,Positive,soft
Fatimah Songket Terengganu,Nadia Fadzil,suitable for buying wedding gifts,0.0,Neutral,suitable
Fatimah Songket Terengganu,Mohd Ariff,Many songket options are suitable for formal occasions,0.0,Neutral,many suitable formal
Fatimah Songket Terengganu,Haslina Rahman,very satisfied with the quality of the fabric and motif,0.4754,Positive,satisfied
Fatimah Songket Terengganu,Syafiqah Ahmad,"various beautiful colors, helpful staff",0.7717,Positive,various beautiful helpful
Fatimah Songket Terengganu,Zulaikha Hassan,neat and clean place easy to make a choice,0.8225,Positive,neat clean easy
Fatimah Songket Terengganu,Amirul Hakim,"Reasonable price, best songket quality",0.6369,Positive,reasonable best
Fatimah Songket Terengganu,Siti Nurul,"all the songs are beautiful, I don't know which one to choose",0.5994,Positive,beautiful
Fatimah Songket Terengganu,Fauzi Ramli,suitable for formal occasions durable fabric,0.0,Neutral,suitable formal durable
Fatimah Songket Terengganu,Norazlina,Staff motivation helps to choose the appropriate motive,0.6124,Positive,appropriate
Fatimah Songket Terengganu,Hidayah Syazwani,Songket is soft and not too heavy,0.0,Neutral,soft
Fatimah Songket Terengganu,Khairul Anuar,very satisfied to come again after this,0.4754,Positive,satisfied
Fatimah Songket Terengganu,Farah Adlina,modern and traditional color choices are satisfied,0.4215,Positive,modern traditional
Fatimah Songket Terengganu,Razman Iskandar,fast service and reasonable price,0.0,Neutral,fast reasonable
Fatimah Songket Terengganu,Nur Aina,beautiful quality fabric and interesting motifs,0.765,Positive,beautiful
Fatimah Songket Terengganu,Shafinaz,suitable for wedding gifts very satisfied,0.4754,Positive,suitable
Fatimah Songket Terengganu,Aidil Zulkifli,"many choices of motifs, the staff is very helpful",0.4754,Positive,many motifs
Fatimah Songket Terengganu,Faridah Hamid,traditional and modern songket are all there,0.0,Neutral,traditional modern
Fatimah Songket Terengganu,Siti Fatimah,Soft fabric and easy to sew,0.4404,Positive,soft easy
Fatimah Songket Terengganu,Rosnani,very satisfied will repeat buy again,0.4754,Positive,satisfied
Fatimah Songket Terengganu,Mohd Zaki,"everything is beautiful, I choose the pieces",0.5994,Positive,
Fatimah Songket Terengganu,Noor Aisyah,"Lots of color and pattern choices, good service",0.4404,Positive,good
Fatimah Songket Terengganu,Amira Syafiq,suitable for a durable cloth party,0.4019,Positive,suitable durable
Fatimah Songket Terengganu,Hana Ahmad,beautiful and unique choice of traditional motifs,0.5994,Positive,beautiful unique traditional
Fatimah Songket Terengganu,Zulhilmi,friendly staff and very helpful,0.7425,Positive,friendly
Fatimah Songket Terengganu,Siti Khadijah,"comfortable place, tip top fabric quality",0.6249,Positive,comfortable
Fatimah Songket Terengganu,Liyana,It's really the best to be satisfied buying here,0.8062,Positive,best satisfied
Fatimah Songket Terengganu,Azman,"Reasonable prices, lots of choices",0.0,Neutral,reasonable
Fatimah Songket Terengganu,Noraz,suitable for formal or casual occasions,0.2023,Positive,suitable formal casual
Fatimah Songket Terengganu,Hasbullah,beautiful soft fabric and interesting motifs,0.765,Positive,beautiful soft
Fatimah Songket Terengganu,Farhana,The staff's friendly service helps a lot in choosing motifs,0.7003,Positive,friendly
Fatimah Songket Terengganu,Syafiq,There are many colors and motifs to suit all occasions,0.0,Neutral,many
Fatimah Songket Terengganu,Ainul,beautiful soft fabric and easy to sew,0.7783,Positive,beautiful soft easy
Fatimah Songket Terengganu,Hafiz,reasonable price tiptop quality,0.0,Neutral,reasonable
Fatimah Songket Terengganu,Siti Sofia,Staff motivation is very helpful in choosing motifs,0.6697,Positive,
Fatimah Songket Terengganu,Khairul,beautiful songket suitable for formal occasions,0.5994,Positive,beautiful suitable formal
Fatimah Songket Terengganu,Norhanis,modern and traditional color options are all available,0.0,Neutral,modern traditional available
Fatimah Songket Terengganu,Fadilah,Very satisfied with the soft fabric and beautiful motifs,0.7902,Positive,satisfied soft
Fatimah Songket Terengganu,Syazwan,"a comfortable place to buy songket, the staff is very helpful",0.7501,Positive,comfortable
Fatimah Songket Terengganu,Raihan,Satisfying choice of traditional and modern motifs,0.4588,Positive,traditional modern
Fatimah Songket Terengganu,Siti Aisyah,"beautiful, all fabrics are soft and easy to sew",0.7783,Positive,beautiful soft easy
Fatimah Songket Terengganu,Amir,"friendly staff, reasonable prices, many options",0.4939,Positive,friendly reasonable many
Festival Lentera Putrajaya,Username,review,0.0,Neutral,
Festival Lentera Putrajaya,Aisyah Rahman,beautiful festival the lanterns were stunning and the lake view made it magical,0.8658,Positive,beautiful magical
Festival Lentera Putrajaya,Lim Wei Jun,such a romantic atmosphere with colorful lights everywhere loved it,0.765,Positive,romantic colorful
Festival Lentera Putrajaya,Nur Izzati,perfect event for family and kids my children enjoyed the glowing lantern parade,0.7906,Positive,perfect lantern
Festival Lentera Putrajaya,Rajesh Kumar,impressive decorations and very organized parking area also convenient,0.5106,Positive,impressive
Festival Lentera Putrajaya,Farah Liyana,the lantern tunnel was amazing so many photo spots,0.5859,Positive,lantern many
Festival Lentera Putrajaya,Chong Mei Lin,enjoyed the cultural performances and the night market food stalls,0.5106,Positive,enjoyed cultural
Festival Lentera Putrajaya,Hafiz Abdullah,nice experience overall but the crowd was too big during the weekend,0.2263,Positive,nice overall big
Festival Lentera Putrajaya,Putri Amira,loved the music and dancing lights a true instagramworthy event,0.7717,Positive,true instagramworthy
Festival Lentera Putrajaya,Daniel Ong,the lanterns over the lake were breathtaking good job to the organizers,0.7096,Positive,good
Festival Lentera Putrajaya,Siti Nurfazira,beautiful but too crowded hard to take photos,0.2144,Positive,hard
Festival Lentera Putrajaya,Tan Jia Hui,welldecorated and familyfriendly would come again next year,0.0,Neutral,next
Festival Lentera Putrajaya,Ahmad Faiz,the lights were nice but the food prices were too high,0.2263,Positive,nice high
Festival Lentera Putrajaya,Nabila Mohd Noor,nice festival but the queue for parking took too long,0.4588,Positive,nice
Festival Lentera Putrajaya,Lucas Lee,very creative designs loved the dragonshaped lanterns,0.8104,Positive,creative dragonshaped
Festival Lentera Putrajaya,Hani Nazirah,romantic vibe perfect for couples to take pictures,0.7506,Positive,romantic perfect
Festival Lentera Putrajaya,Firdaus Zain,the event was okay but i expected more interactive activities,0.1154,Positive,interactive
Festival Lentera Putrajaya,Nurul Shafika,i liked the lantern floating ceremony peaceful and memorable,0.7184,Positive,liked lantern memorable
Festival Lentera Putrajaya,Kelvin Teo,great ambiance but not enough trash bins around the area,0.3716,Positive,great enough
Festival Lentera Putrajaya,Aina Zahra,mesmerizing show especially during the lightup countdown,0.0,Neutral,lightup
Festival Lentera Putrajaya,Syed Amin,parking far from venue shuttle bus was helpful though,0.4215,Positive,venue shuttle
Festival Lentera Putrajaya,Mohd Danish,average event nice lights but not much entertainment,-0.2728,Negative,average nice much
Festival Lentera Putrajaya,Tan Siew Peng,great photo opportunities hope it’s held annually,0.8625,Positive,great
Festival Lentera Putrajaya,Nur Fatin,the live performances were fun and energetic loved the fire dance,0.8271,Positive,live energetic
Festival Lentera Putrajaya,Aliya Karim,a bit too noisy near the stage area but overall enjoyable,0.5423,Positive,noisy stage overall enjoyable
Festival Lentera Putrajaya,Aaron Goh,the floating lanterns on the water were my favorite part magical,0.4588,Positive,favorite
Festival Lentera Putrajaya,Hajar Aziz,clean venue and good crowd control good job organizers,0.8176,Positive,clean good good
Festival Lentera Putrajaya,Mei Yee,it was raining slightly but still beautiful to watch the lights,0.7144,Positive,beautiful
Festival Lentera Putrajaya,Ikmal Hakim,enjoyed the food trucks a good mix of culture and fun,0.8591,Positive,good mix
Festival Lentera Putrajaya,Liyana Yusuf,the fireworks finale was spectacular worth the wait,0.2263,Positive,finale spectacular
Festival Lentera Putrajaya,John Matthew,good experience but should add more seating areas,0.2382,Positive,good
Festival Lentera Putrajaya,Farid Razali,too crowded and hot lights were nice though,0.4215,Positive,hot nice
Festival Lentera Putrajaya,Yong Hui,creative lantern shapes from animals to malaysian icons,0.4404,Positive,creative lantern malaysian
Festival Lentera Putrajaya,Azimah Omar,the event was okay could improve on parking and directions,0.5859,Positive,
Festival Lentera Putrajaya,Krishnan M,beautiful lights friendly staff and smooth traffic flow,0.7964,Positive,beautiful friendly
Festival Lentera Putrajaya,Nadine Lau,perfect place to bring kids they loved the glowing animal lanterns,0.8225,Positive,perfect
Festival Lentera Putrajaya,Rafiq Ismail,i wish there were more shaded rest areas but overall fun,0.743,Positive,rest overall
